                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.95462,                0.84278,                 1.1467,                 0.9346,                0.91341,                0.95459,                0.73146,                0.87219,                0.64562,                 1.1141,              0.0091585,              0.0091585,              0.0091585
                     19,                0.96972,                0.86686,                 1.1581,                0.93217,                 0.9093,                0.95089,                0.73374,                0.86669,                0.65469,                 1.1028,               0.009109,               0.009109,               0.009109
                     20,                0.96159,                0.83881,                 1.1532,                0.91716,                0.93978,                0.96247,                 0.7349,                0.86674,                0.62412,                 1.0994,              0.0090595,              0.0090595,              0.0090595
                     21,                0.94024,                0.82183,                 1.1387,                0.92529,                0.95191,                0.95966,                0.72389,                0.87757,                0.66792,                 1.1162,                0.00901,                0.00901,                0.00901
                     22,                0.94994,                0.83841,                 1.1506,                0.92459,                0.94342,                0.96178,                0.74444,                0.83339,                0.62935,                 1.0813,              0.0089605,              0.0089605,              0.0089605
                     23,                0.94826,                0.82258,                 1.1386,                0.90273,                0.93079,                0.95782,                0.72966,                0.86582,                0.65441,                 1.1082,               0.008911,               0.008911,               0.008911
                     24,                0.95369,                0.83212,                 1.1434,                0.93275,                 0.9174,                0.95641,                0.72165,                0.88551,                0.64833,                 1.1114,              0.0088615,              0.0088615,              0.0088615
                     25,                0.94022,                0.81043,                 1.1401,                0.93163,                0.93234,                0.96525,                0.74757,                0.84213,                0.61253,                 1.0816,               0.008812,               0.008812,               0.008812
                     26,                0.96577,                0.83141,                 1.1524,                0.91603,                0.92805,                0.96723,                0.74237,                0.85016,                0.64419,                 1.0849,              0.0087625,              0.0087625,              0.0087625
                     27,                0.94621,                0.81305,                 1.1344,                0.93177,                0.94756,                0.96809,                0.75252,                0.82135,                 0.6118,                  1.085,               0.008713,               0.008713,               0.008713
                     28,                0.94317,                0.81872,                 1.1323,                0.91957,                0.94333,                0.96387,                0.74646,                0.85374,                0.60402,                 1.0965,              0.0086635,              0.0086635,              0.0086635
                     29,                0.94146,                0.80278,                 1.1355,                0.94486,                0.92374,                0.96909,                0.75455,                0.82216,                0.59271,                 1.0733,               0.008614,               0.008614,               0.008614
                     30,                0.92163,                 0.8036,                 1.1462,                 0.9291,                0.93783,                0.96279,                  0.743,                0.84112,                0.62734,                 1.0846,              0.0085645,              0.0085645,              0.0085645
                     31,                0.92773,                0.79608,                 1.1319,                0.91999,                0.94527,                0.96515,                 0.7585,                0.81013,                0.58846,                 1.0674,               0.008515,               0.008515,               0.008515
                     32,                0.90564,                0.77257,                 1.1184,                0.92137,                0.92674,                0.95863,                0.74552,                0.82545,                 0.6212,                 1.0737,              0.0084655,              0.0084655,              0.0084655
                     33,                0.92437,                0.80253,                 1.1327,                0.93383,                0.95227,                0.96914,                0.75347,                0.81849,                0.59064,                 1.0709,               0.008416,               0.008416,               0.008416
                     34,                  0.897,                 0.7543,                  1.127,                0.94064,                 0.9444,                0.97187,                0.76044,                0.80754,                0.58395,                 1.0643,              0.0083665,              0.0083665,              0.0083665
                     35,                0.90443,                0.76316,                 1.1229,                0.93834,                0.94709,                0.97233,                0.76378,                 0.7966,                0.57139,                 1.0535,               0.008317,               0.008317,               0.008317
                     36,                0.90036,                0.76358,                 1.1197,                0.92833,                0.94214,                0.96663,                0.76058,                0.81922,                0.58234,                  1.059,              0.0082675,              0.0082675,              0.0082675
                     37,                 0.8975,                0.72969,                 1.1002,                0.92975,                0.96125,                0.97426,                0.76837,                0.79509,                0.57111,                 1.0562,               0.008218,               0.008218,               0.008218
                     38,                0.86617,                0.72097,                 1.1067,                0.94838,                0.95188,                0.97427,                0.76093,                0.81228,                0.56493,                 1.0658,              0.0081685,              0.0081685,              0.0081685
                     39,                 0.9291,                0.78261,                 1.1257,                0.94573,                0.94375,                0.97337,                0.76901,                0.80027,                0.57455,                 1.0513,               0.008119,               0.008119,               0.008119
                     40,                0.90829,                0.76772,                 1.1051,                0.93372,                0.94061,                0.97009,                0.76701,                0.80263,                 0.5632,                 1.0569,              0.0080695,              0.0080695,              0.0080695
                     41,                0.88696,                0.73826,                  1.115,                0.94935,                0.95148,                0.97314,                0.77474,                0.78666,                 0.5549,                 1.0437,                0.00802,                0.00802,                0.00802
                     42,                0.90181,                0.75106,                  1.116,                0.94635,                0.94713,                0.97058,                0.77612,                0.78288,                0.55264,                 1.0471,              0.0079705,              0.0079705,              0.0079705
                     43,                 0.8898,                0.74635,                 1.0991,                0.93924,                0.95316,                  0.975,                 0.7713,                0.77678,                0.55465,                  1.042,               0.007921,               0.007921,               0.007921
                     44,                0.87468,                0.72128,                 1.0913,                0.95046,                0.95339,                0.97544,                0.78033,                0.75766,                0.53969,                 1.0267,              0.0078715,              0.0078715,              0.0078715
                     45,                0.90116,                0.72106,                 1.1125,                0.94616,                0.95441,                0.97357,                0.77844,                 0.7724,                 0.5505,                 1.0401,               0.007822,               0.007822,               0.007822
                     46,                0.87594,                0.71118,                 1.0984,                0.96189,                0.95079,                0.97667,                  0.775,                0.76604,                0.54641,                 1.0274,              0.0077725,              0.0077725,              0.0077725
                     47,                0.85666,                0.71334,                 1.1005,                  0.939,                0.96009,                0.97184,                0.78014,                0.75806,                0.54322,                 1.0335,               0.007723,               0.007723,               0.007723
                     48,                0.87441,                0.71398,                 1.1155,                0.94227,                0.95314,                0.97112,                0.76921,                0.77053,                0.55568,                 1.0379,              0.0076735,              0.0076735,              0.0076735
                     49,                0.84944,                0.70425,                 1.0932,                0.94503,                0.95771,                0.97514,                0.77063,                0.78725,                 0.5375,                 1.0491,               0.007624,               0.007624,               0.007624
                     50,                0.86422,                0.69935,                 1.1015,                0.95139,                0.94904,                0.97771,                0.78223,                 0.7677,                0.53257,                 1.0321,              0.0075745,              0.0075745,              0.0075745
