                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                  1.195,                  1.392,                 1.3201,                0.83129,                 0.8274,                0.88574,                 0.5942,                 1.1362,                 1.0526,                 1.3503,               0.008713,               0.008713,               0.008713
                     15,                  1.184,                 1.3407,                 1.3113,                0.84796,                0.84213,                0.90059,                0.60603,                 1.1209,                0.98713,                  1.332,               0.008614,               0.008614,               0.008614
                     16,                 1.1748,                 1.3145,                 1.2996,                0.84665,                0.85781,                0.89155,                0.61838,                 1.0717,                 1.0218,                 1.2889,               0.008515,               0.008515,               0.008515
                     17,                 1.1747,                 1.3496,                 1.3134,                0.84199,                0.84377,                0.89388,                0.60874,                 1.0867,                 1.0233,                 1.2982,               0.008416,               0.008416,               0.008416
                     18,                 1.1559,                 1.2732,                 1.2893,                0.86193,                0.87718,                0.91533,                0.63428,                 1.0747,                0.91553,                 1.2902,               0.008317,               0.008317,               0.008317
                     19,                  1.167,                  1.286,                 1.3011,                0.85231,                 0.8595,                0.89944,                0.62203,                 1.0536,                 1.0091,                 1.2809,               0.008218,               0.008218,               0.008218
                     20,                 1.1537,                 1.2542,                 1.2942,                0.88689,                0.84062,                0.90957,                0.62687,                 1.0737,                0.91498,                 1.2908,               0.008119,               0.008119,               0.008119
                     21,                 1.1772,                  1.284,                 1.3011,                0.82311,                0.87372,                0.88212,                0.60904,                 1.0627,                 1.0032,                 1.2794,                0.00802,                0.00802,                0.00802
                     22,                 1.1434,                 1.2595,                 1.2981,                0.86997,                0.85641,                0.90931,                0.63266,                 1.0519,                0.89901,                 1.2621,               0.007921,               0.007921,               0.007921
                     23,                 1.1376,                 1.1958,                 1.2772,                0.87575,                0.86737,                0.91656,                0.64458,                 1.0395,                0.88273,                 1.2624,               0.007822,               0.007822,               0.007822
                     24,                 1.1457,                 1.2198,                 1.2843,                0.87509,                0.88675,                0.91906,                0.64568,                 1.0385,                0.88358,                 1.2586,               0.007723,               0.007723,               0.007723
                     25,                 1.1296,                 1.1676,                 1.2878,                0.87069,                0.89838,                0.92354,                0.65488,                 1.0253,                0.87286,                 1.2475,               0.007624,               0.007624,               0.007624
                     26,                 1.1314,                 1.1688,                  1.278,                0.87661,                0.88917,                0.92152,                0.64666,                 1.0331,                0.85734,                 1.2527,               0.007525,               0.007525,               0.007525
                     27,                 1.1187,                 1.1674,                 1.2655,                0.85699,                0.90649,                0.92803,                0.66174,                0.99094,                0.84979,                 1.2197,               0.007426,               0.007426,               0.007426
                     28,                 1.1015,                 1.1362,                  1.252,                0.88254,                0.90716,                0.93003,                0.66764,                0.98732,                0.80574,                 1.2135,               0.007327,               0.007327,               0.007327
                     29,                 1.0871,                 1.1284,                 1.2382,                0.88923,                0.87434,                0.92463,                0.66028,                 1.0062,                0.83621,                 1.2326,               0.007228,               0.007228,               0.007228
                     30,                 1.0928,                 1.1326,                 1.2694,                0.85982,                0.89518,                0.92022,                0.65104,                 0.9983,                0.92255,                 1.2274,               0.007129,               0.007129,               0.007129
                     31,                 1.0901,                 1.1065,                 1.2475,                0.88457,                0.87519,                0.91715,                0.65322,                 1.0189,                0.82543,                 1.2382,                0.00703,                0.00703,                0.00703
                     32,                 1.0843,                 1.0767,                 1.2414,                0.88381,                0.89983,                0.93248,                0.66433,                0.99926,                 0.8137,                 1.2264,               0.006931,               0.006931,               0.006931
                     33,                 1.0991,                 1.0959,                 1.2518,                0.89762,                0.89031,                0.93585,                0.65641,                 1.0155,                0.79082,                 1.2329,               0.006832,               0.006832,               0.006832
                     34,                 1.0818,                 1.0749,                 1.2515,                0.90526,                 0.9166,                0.94825,                0.68107,                0.97903,                0.78633,                 1.2046,               0.006733,               0.006733,               0.006733
                     35,                 1.0449,                 1.0549,                 1.2175,                0.88664,                0.91421,                0.94382,                 0.6856,                0.95133,                0.75218,                 1.1804,               0.006634,               0.006634,               0.006634
                     36,                 1.0574,                 1.0741,                 1.2291,                0.89248,                0.92752,                0.94877,                0.69248,                0.96109,                0.75852,                 1.1951,               0.006535,               0.006535,               0.006535
                     37,                 1.0619,                 1.0178,                 1.2125,                0.89692,                0.92297,                 0.9372,                0.68962,                0.94116,                0.76434,                 1.1706,               0.006436,               0.006436,               0.006436
                     38,                 1.0309,                 1.0029,                 1.2157,                0.89831,                 0.9192,                0.94145,                0.69097,                0.94204,                 0.7434,                 1.1664,               0.006337,               0.006337,               0.006337
                     39,                 1.0695,                 1.0244,                 1.2254,                0.91912,                0.91402,                0.95122,                0.70827,                 0.9202,                0.70001,                 1.1577,               0.006238,               0.006238,               0.006238
                     40,                 1.0601,                 1.0051,                 1.2179,                 0.8981,                 0.9303,                0.94273,                 0.6952,                0.93022,                 0.7163,                 1.1624,               0.006139,               0.006139,               0.006139
                     41,                  1.037,                0.97562,                  1.209,                0.91095,                0.91717,                0.95295,                0.71394,                0.91445,                0.69107,                  1.148,                0.00604,                0.00604,                0.00604
                     42,                 1.0308,                0.98187,                 1.2042,                 0.9133,                0.92771,                0.95401,                 0.7075,                0.90994,                0.71004,                 1.1426,               0.005941,               0.005941,               0.005941
                     43,                 1.0252,                0.97309,                 1.1911,                0.90756,                0.93894,                0.94551,                0.70621,                0.90309,                0.70544,                 1.1394,               0.005842,               0.005842,               0.005842
                     44,                 1.0159,                0.95857,                 1.1924,                0.92198,                 0.9051,                0.95226,                0.71116,                0.90199,                0.70308,                 1.1438,               0.005743,               0.005743,               0.005743
                     45,                 1.0376,                0.97123,                  1.206,                0.91808,                0.92753,                0.95336,                0.71328,                0.88909,                0.71425,                 1.1292,               0.005644,               0.005644,               0.005644
                     46,                 1.0056,                0.92432,                 1.1863,                0.89264,                0.94378,                0.95282,                0.70563,                0.90157,                0.69677,                  1.143,               0.005545,               0.005545,               0.005545
                     47,                0.98496,                0.92045,                 1.1876,                0.89318,                 0.9523,                0.94777,                 0.7104,                0.88115,                 0.7116,                 1.1313,               0.005446,               0.005446,               0.005446
                     48,                0.98691,                0.94498,                 1.1948,                0.90481,                0.92193,                0.94871,                0.70065,                0.89558,                0.72343,                 1.1435,               0.005347,               0.005347,               0.005347
                     49,                0.98052,                0.91847,                 1.1822,                0.91312,                0.94084,                0.95745,                 0.7224,                0.87723,                0.65529,                 1.1233,               0.005248,               0.005248,               0.005248
                     50,                0.97895,                 0.9166,                  1.184,                 0.9326,                0.93263,                0.96642,                 0.7333,                0.86718,                0.64493,                 1.1159,               0.005149,               0.005149,               0.005149
                     51,                0.97433,                0.87213,                  1.189,                0.91625,                0.94836,                 0.9562,                0.71897,                0.87259,                0.65759,                 1.1166,                0.00505,                0.00505,                0.00505
                     52,                 1.0115,                0.93921,                 1.1877,                0.91398,                0.94037,                0.95853,                0.72797,                0.84721,                0.64148,                 1.1067,               0.004951,               0.004951,               0.004951
                     53,                0.96792,                 0.9168,                 1.1737,                0.89621,                0.94849,                0.94989,                0.72841,                 0.8234,                0.67458,                 1.0898,               0.004852,               0.004852,               0.004852
                     54,                0.95498,                0.87942,                 1.1628,                0.93326,                0.93643,                 0.9628,                0.74354,                0.82054,                0.61655,                 1.0834,               0.004753,               0.004753,               0.004753
                     55,                0.94656,                0.86449,                 1.1669,                0.92831,                0.94827,                0.95845,                0.73542,                0.82599,                 0.6503,                 1.0893,               0.004654,               0.004654,               0.004654
                     56,                0.96267,                0.88912,                 1.1668,                0.90237,                0.95281,                0.94567,                0.72113,                0.83783,                0.71768,                 1.0963,               0.004555,               0.004555,               0.004555
                     57,                0.94319,                0.85735,                 1.1534,                0.93429,                0.94627,                0.96127,                0.74918,                0.79945,                0.60605,                 1.0769,               0.004456,               0.004456,               0.004456
                     58,                0.94918,                0.84614,                 1.1705,                0.91975,                0.94935,                0.95743,                0.74491,                0.80726,                0.62313,                 1.0742,               0.004357,               0.004357,               0.004357
                     59,                0.93411,                0.82065,                 1.1438,                0.93881,                0.93891,                0.96346,                0.75039,                0.79878,                0.61102,                 1.0748,               0.004258,               0.004258,               0.004258
                     60,                0.94326,                0.82714,                 1.1553,                0.92984,                0.95122,                0.95754,                0.74489,                0.80646,                0.62161,                 1.0686,               0.004159,               0.004159,               0.004159
                     61,                0.94116,                0.83428,                 1.1455,                0.92579,                0.96446,                0.95764,                0.75187,                0.78932,                0.60526,                 1.0607,                0.00406,                0.00406,                0.00406
                     62,                0.89745,                0.80857,                  1.133,                0.93902,                0.95025,                0.97038,                0.76786,                 0.7761,                0.58286,                 1.0612,               0.003961,               0.003961,               0.003961
                     63,                 0.9052,                0.82352,                 1.1429,                0.94021,                 0.9509,                0.96668,                0.76075,                0.77538,                0.57228,                 1.0546,               0.003862,               0.003862,               0.003862
                     64,                0.92193,                0.81241,                 1.1314,                 0.9311,                0.96583,                0.96591,                0.76506,                0.75517,                0.57613,                 1.0395,               0.003763,               0.003763,               0.003763
                     65,                0.93663,                0.86384,                 1.1605,                0.91936,                0.96821,                0.95738,                0.74739,                0.77279,                0.59996,                 1.0506,               0.003664,               0.003664,               0.003664
                     66,                0.88892,                0.78339,                 1.1191,                0.94009,                0.94706,                0.96483,                0.75942,                0.76733,                0.57236,                  1.043,               0.003565,               0.003565,               0.003565
                     67,                0.89463,                0.78088,                 1.1162,                 0.9367,                0.96449,                0.97122,                0.77614,                0.74839,                0.57934,                 1.0322,               0.003466,               0.003466,               0.003466
                     68,                0.88668,                0.78532,                 1.1149,                0.94313,                0.95977,                0.97294,                0.78142,                0.73924,                0.56122,                 1.0304,               0.003367,               0.003367,               0.003367
                     69,                0.91106,                0.83507,                 1.1543,                0.93711,                0.96151,                0.97118,                0.78226,                0.72206,                0.54248,                 1.0248,               0.003268,               0.003268,               0.003268
                     70,                0.86915,                0.75425,                 1.1193,                0.93677,                0.95764,                0.97039,                0.78118,                 0.7283,                0.54606,                 1.0298,               0.003169,               0.003169,               0.003169
                     71,                0.88133,                0.78758,                 1.1048,                0.95057,                0.96096,                 0.9705,                0.77754,                0.72478,                0.54367,                 1.0241,                0.00307,                0.00307,                0.00307
                     72,                0.88859,                0.77676,                 1.1065,                0.95088,                0.95511,                0.97212,                 0.7897,                0.71607,                0.52589,                  1.015,               0.002971,               0.002971,               0.002971
                     73,                0.85743,                0.74477,                 1.1042,                0.94702,                0.96129,                0.97256,                0.78789,                0.71724,                0.53752,                 1.0158,               0.002872,               0.002872,               0.002872
                     74,                0.83091,                0.73069,                 1.0898,                0.95357,                0.96046,                0.97195,                 0.7919,                0.70555,                0.53244,                 1.0083,               0.002773,               0.002773,               0.002773
                     75,                0.83979,                0.70837,                  1.087,                0.94063,                 0.9655,                0.97342,                0.79767,                0.69685,                0.52528,                 1.0056,               0.002674,               0.002674,               0.002674
                     76,                0.85766,                0.74076,                 1.1071,                 0.9378,                0.95621,                0.96787,                0.78987,                0.69474,                0.53689,                 1.0051,               0.002575,               0.002575,               0.002575
                     77,                0.84038,                0.72405,                 1.0991,                0.92894,                0.96548,                0.96883,                0.79059,                 0.6996,                 0.5317,                 1.0082,               0.002476,               0.002476,               0.002476
                     78,                0.84113,                0.71945,                 1.0907,                0.94301,                0.95291,                0.97132,                0.79926,                0.68194,                0.51541,                0.99635,               0.002377,               0.002377,               0.002377
                     79,                0.81026,                0.70514,                 1.0802,                0.95146,                0.95073,                0.97216,                0.80024,                0.67824,                0.51875,                0.99492,               0.002278,               0.002278,               0.002278
                     80,                0.84644,                0.71774,                 1.0901,                0.94321,                0.95622,                0.97365,                0.80057,                0.67329,                0.51593,                0.99302,               0.002179,               0.002179,               0.002179
                     81,                0.80684,                0.71503,                 1.0831,                0.94511,                0.96593,                0.97413,                0.79956,                0.67537,                0.50718,                0.99197,                0.00208,                0.00208,                0.00208
                     82,                0.81674,                0.69157,                 1.0924,                0.95464,                0.96492,                0.97605,                0.81114,                0.64662,                 0.4875,                0.98014,               0.001981,               0.001981,               0.001981
                     83,                0.81197,                0.68803,                 1.0792,                 0.9451,                0.97404,                0.97621,                0.81233,                0.64902,                0.49184,                0.97826,               0.001882,               0.001882,               0.001882
                     84,                0.83471,                0.72161,                 1.0832,                0.95505,                0.96884,                 0.9784,                0.82041,                0.64252,                0.49425,                0.97619,               0.001783,               0.001783,               0.001783
                     85,                0.80789,                0.71528,                 1.0951,                0.95352,                0.96182,                0.97671,                0.81561,                0.64564,                0.48596,                0.97661,               0.001684,               0.001684,               0.001684
                     86,                  0.789,                0.67062,                 1.0564,                0.96065,                 0.9674,                0.98005,                0.82142,                0.64176,                0.47846,                0.97224,               0.001585,               0.001585,               0.001585
                     87,                0.79506,                0.68421,                 1.0704,                0.95593,                0.96379,                0.97879,                0.81954,                0.64589,                0.47834,                0.97385,               0.001486,               0.001486,               0.001486
                     88,                0.79685,                0.67428,                 1.0751,                0.95743,                0.96272,                0.97697,                0.81236,                0.64723,                0.48485,                0.97344,               0.001387,               0.001387,               0.001387
                     89,                0.78448,                0.67555,                  1.066,                0.96088,                0.96193,                0.97856,                0.82445,                0.62667,                0.47399,                0.96462,               0.001288,               0.001288,               0.001288
                     90,                0.73239,                0.59941,                 1.0498,                0.94888,                0.96335,                0.97541,                 0.8054,                0.65422,                0.50585,                0.97759,               0.001189,               0.001189,               0.001189
                     91,                0.73584,                0.58975,                 1.0602,                0.95923,                0.96015,                  0.977,                0.81565,                0.63759,                0.48679,                0.97288,                0.00109,                0.00109,                0.00109
                     92,                0.69941,                0.56136,                 1.0334,                  0.961,                0.96398,                0.97649,                0.81212,                 0.6388,                0.48454,                0.97302,               0.000991,               0.000991,               0.000991
                     93,                0.69589,                 0.5575,                 1.0583,                0.95881,                0.96436,                0.97346,                 0.8123,                0.63198,                0.48207,                0.96993,               0.000892,               0.000892,               0.000892
                     94,                0.68495,                0.53707,                 1.0407,                0.95403,                0.96691,                0.97561,                0.81709,                0.62554,                0.48101,                0.96401,               0.000793,               0.000793,               0.000793
                     95,                0.66881,                0.55434,                  1.012,                0.95731,                0.96378,                0.97579,                0.81714,                0.61742,                0.48024,                0.95845,               0.000694,               0.000694,               0.000694
                     96,                0.65128,                0.52997,                 1.0127,                 0.9569,                0.96112,                0.97535,                0.82449,                0.60893,                 0.4734,                0.95334,               0.000595,               0.000595,               0.000595
                     97,                0.65283,                0.51631,                 1.0095,                0.94569,                0.96709,                0.97307,                0.82505,                0.59972,                0.47879,                0.94956,               0.000496,               0.000496,               0.000496
                     98,                 0.6513,                0.53617,                 1.0106,                0.94236,                0.97212,                0.97252,                0.82503,                0.59474,                0.47611,                0.94733,               0.000397,               0.000397,               0.000397
                     99,                0.66192,                0.52074,                  1.023,                0.93925,                0.97012,                0.97338,                0.82446,                0.59512,                0.47413,                0.94708,               0.000298,               0.000298,               0.000298
